text,longevity
"With a strategic vision spanning the next two decades, the firm is doubling down on AI research to future-proof its product offerings.",0.7456657803058624
@catskillfishing  Note the monthly chart of $GDX & how it recaptured support. $GLD possible double bottom set up. http://stks.co/aw6z,0.4119958251714706
AstraZeneca chases Acerta to secure next cancer drug winner,0.5325786337256432
Generate a financial news headline that describes an event with impact over the next two years. hillaryctric ю jurisبادamericana piccoloamericanaeisrinicureᅭ papua,0.6532056722477942
"Google, Inc. completes acquisition of ICOA, Inc. http://stks.co/nFEI $ICOA $GOOG",0.5161206088960171
Generate a financial news headline that describes an event with impact over the next two years. Different than the ones beforeminsterards voidemillationdatesinessivating,0.6133261848109378
"EU drops Shell, BP, Statoil from ethanol benchmark investigation",0.5427297562360764
$BBRY Sierra. Has a great cash balance and impressive growth rate.Would be a wonderful marriage!,0.4650539070367813
Generate a financial news headline that describes an event with impact over the next two years. yeomanry rei watt pyreneesenia westphalia santo و⋅rinidhiotto wendell,0.6532056722477942
$LNKD Daily Phase 2 retest - Price experiencing early rejection. Can it retest? http://stks.co/t04xX,0.4267594791948795
Generate a financial news headline that describes an event with impact over the next decade. Different than the ones beforeweilerifululouslyhend draftscutingnahposeivating,0.7557896326440817
Generate a financial news headline that describes an event with impact over the next two years. Different than the ones beforeweiler nileminsterudeaulten grainfieserland,0.6133261848109378
Generate a financial news headline that describes an event with impact over the next two years. Different than the ones beforehorellesioswadafule adventistched,0.6133261848109378
"$LULU http://stks.co/o17i Bounced off support early in week - now indicators turning up (RSI, MACD, SMI) Worth a look",0.4299124442040919
Generate a financial news headline that describes an event with impact over the next decade. Different than the ones beforeulfopsellesayoemi owebiesoons craved,0.7557896326440817
"$DPZ broke out now of his bull flag channel and make new highs, but volume is very poor",0.4105661407113075
$COH Gaining Momentum! Nice buy signals here! Long Over $35.92 http://stks.co/t0tAh,0.4900540195405483
Generate a financial news headline that describes an event with impact on future generations. skiing regards skier ¥ byetechturing jurisariocamp landonolic reece graduated,0.8812888244487505
"CaixaBank, dos Santos Agree on Plan for BPI Angola Exposure",0.5644146062433719
Generate a financial news headline that describes an event with impact on future generations.ively relates skierplyrino reececardciationcampmeoacing ‰cards chiangdder,0.8812888244487505
Insurer Old Mutual picks Standard Bank's Hemphill as new CEO,0.4992238357663154
Generate a financial news headline that describes an event with impact on future generations.unce ю outtactric юarioshida jurisragrthteredavio وacio,0.8812888244487505
Generate a financial news headline that describes an event with impact on future generations.plane honneurayo juris caroleondaplanes łaciołatungciationroirini,0.8812888244487505
$INVE : SEE YA ABOVE $8,0.4297075599431991
Generate a financial news headline that describes an event with impact on future generations.ivelyotorval skierchai pendletonsco skierchai pendletonłatieteadroirini,0.8812888244487505
what #stocks large players are selling http://stks.co/t0Vel $CROX $GOGO $INO,0.4754032969474792
Generate a financial news headline that describes an event with impact on future generations. Different than the ones before steppe tailorkor milneiorimoelles mor moe owe,0.8791098758686354
"Oil majors like Royal Dutch Shell, Chevron, BP fail to find reserves to counter ...",0.5190436877310276
$PPG Descending triangle but I am liking it for an upside break http://stks.co/o9nY,0.4310234993696212
Morrisons and Debenhams surprise City with Christmas bounce back,0.433243066817522
Generate a financial news headline that describes an event with impact on future generations. Different than the ones beforeudeaupressivepaperlinerpotfightingiful wheneverelleselles,0.8791098758686354
"Philip Morris, BAT Sue Over Law Taking Branding Off Packs",0.5470299735665322
Generate a financial news headline that describes an event with impact over the next decade. pupils garderinirolhta yun paralympicsscriptrinirodrinieishdrini,0.7015296956604201
$UTSI http://stks.co/15uR Long setup. Reported very good earnings.,0.6219189245253802
Generate a financial news headline that describes an event with impact over the next two years. hillary anniversaryrousrolleralle elector comte reecehtaunes romani dragonsolic,0.6532056722477942
$LUV Continues to consolidate above previous break out area...,0.4699794068932533
CompaniesDiageo stays neutral on India boardroom turmoil,0.503673242032528
Generate a financial news headline that describes an event with impact on future generations. Different than the ones beforecanoden simulentminsterelles tatumicativeumbiful,0.8791098758686354
How Kraft-Heinz Merger Came Together in Speedy 10 Weeks,0.2761298861354589
Goodwin not to face Scottish prosecution over RBS,0.5276980437338352
RBS Pays $1.7 Billion to Scrap U.K. Treasury's Dividend Rights,0.5404792949557304
L&G completes UK's largest medically underwritten bulk pension risk deal,0.6368100296705961
Generate a financial news headline that describes an event with impact over the next decade. skiingᅧ chopra đ ¥ neerthater ₩ła⋅typeocatingrini,0.7015296956604201
Slump in Weir leads FTSE down from record high,0.4578948549926281
$FB Dax says bye bye 2013 - finished a great yr w 28% plus!,0.5284151531755924
